day,total_amount,TRX_amount,WTRX_amount,WBTT_amount,BTC_amount,WBTC_amount,ETH_amount,USDT_amount,BTT_amount,WIN_amount,USDJ_amount,JST_amount,SUNOLD_amount,TUSD_amount,USDC_amount,NFT_amount,SUN_amount,DOGE_amount,BTT_amount,USDD_amount,HT_amount
2025-12-04,27187210194,187390846.8,16474003.16,0,273160.1525,0,32640.34052,26792730850,922103.342,82560.33052,5570.895355,11509368.07,0,927958.7296,332340.354,1499044.24,1399594.014,3795.273235,922103.342,0,0
2025-12-03,30711625880,205786205.4,16320921.39,0,2313339.564,0,46621.37239,30208642368,2250985.307,340667.5297,566.758764,11383283.77,0,4817979.652,55575.77426,1054163.163,1871822.941,0,2250985.307,0,0
2025-12-02,31583084836,167639233.3,18712767.91,0,12842611.09,0,37217.96979,31118884863,1394387.569,86228.48636,2055.259414,4562242.619,0,74235.13396,438783.0969,1107283.628,1547100.55,0,1394387.569,0,0
2025-12-01,29923907157,242180487.4,34014790.36,0,9770626.73,0,145204.1695,29398175162,3341189.519,440826.6577,13520.11534,5582296.358,0,61786.70726,127033.2568,2713731.955,5157066.186,0,3341189.519,0,0
2025-11-30,11212079488,131924464.7,9201464.106,0,97576.13986,0,156783.2939,10786511624,1506489.794,114305.1618,3660.054721,8836820.438,0,41314.24596,179920.2353,181923.8471,2701313.257,0,1506489.794,0,0
2025-11-29,13392885374,122962453.3,14529772.49,0,2252301.269,0,8091.386409,13076847990,4227859.78,93039.63671,89.192588,9123942.672,0,80892.83602,134126.8029,1416429.317,33639676.74,0,4227859.78,0,0
2025-11-28,30362978355,180822519.8,16582326.81,0,9755309.005,0,44848.34377,30000679236,2371793.311,75714.01277,8278.652543,18922399.96,0,158359.8828,266392.9252,305327.9244,2744971.147,0,2371793.311,0,0
2025-11-27,25414957898,160235803.4,14931664.78,0,805544.3246,0,54901.64534,25088892974,2390025.496,66879.84371,46108.30336,3968933.002,0,24316.75675,265837.915,565758.9527,3307025.559,0,2390025.496,0,0
2025-11-26,28584951962,164172065,15323514.98,0,1033111.943,0,74293.26128,28182619675,1254057.973,52046.09343,2663.847245,5201030.636,0,32260.95633,159366.3899,1153530.175,9839855.712,0,1254057.973,0,0
2025-11-25,28913009685,222781411.3,27334833.37,0,1007303.865,0,326344.3809,28342669190,1585085.768,51202.38568,858.216829,3834773.934,0,14765.63288,98004.28446,438716.1502,2158892.036,40.710327,1585085.768,0,0
2025-11-24,27972694796,203528522.3,28835710.41,0,3938118.154,0,293061.3096,27518992595,1119554.377,44436.96488,1831.669145,3327357.396,0,382244.8894,118664.6162,259511.5236,3622611.752,1.932271,1119554.377,0,0
2025-11-23,11248905538,138168027.5,18983361.43,0,2108803.612,0,33948.94981,10926474342,981194.0352,61781.22733,2213.914994,18570740.87,0,121493.9629,147143.0403,111699.3799,3979484.841,0,981194.0352,0,0
2025-11-22,13883472657,146329618.8,30072013.67,0,1346799.181,0,472344.4907,13493298678,723368.0328,74789.48203,1066.976849,2449891.656,0,294964.5703,64907.80829,81574.93114,1417606.427,0,723368.0328,0,0
2025-11-21,30141028970,323538546.6,108543772.8,0,4756625.7,0,237093.7309,29399814585,2508800.711,233853.2832,16425.56201,9995733.913,0,1546851.424,328268.4114,171880.9918,16575892.69,0,2508800.711,0,0
2025-11-20,28882125409,199914625.8,34281443.68,0,2787126.259,0,184638.7545,28409630946,881071.4037,236759.4296,604.61398,8038431.014,0,133838.7486,39418.65802,662838.5245,3613228.324,0,881071.4037,0,0
2025-11-19,29075145091,193679394,39092177.98,0,3917696.04,0,136405.894,28609569679,772567.1224,120330.6383,118008.9022,5142855.468,0,467613.2561,20262.1088,650640.8392,2692418.447,0,772567.1224,0,0
2025-11-18,31308144451,212904851.8,49572196.38,0,10907268.32,0,181280.4691,30736312106,1324302.99,204838.6405,142767.988,6855209.369,0,137411.2763,63019.53586,2932335.895,2405198,0,1324302.99,0,0
2025-11-17,31392622141,214151392.8,45397422.92,0,2626907.104,0,174129.5974,30811967750,1776348.62,198535.9233,2376148.133,76930469.1,0,204804.5352,260890.3318,187124.137,2908376.683,0,1776348.62,0,0
2025-11-16,13940563076,322237047,49270438.31,0,612656.188,0,32934.36604,13375387117,1515913.217,100341.6092,14557595.04,5036139.612,0,80054.14515,28403.90665,120474.8039,3476586.319,0,1515913.217,0,0
2025-11-15,14378653295,143836968.6,18903975.26,0,635894.6573,0,66506.31308,14008844263,674731.8794,153062.1838,235.355417,3650869.767,0,35581.63428,61381.3583,307765.7706,4392808.493,1.768352,674731.8794,0,0
2025-11-14,30318242115,303765396.3,61649205.43,0,3238857.043,0,156637.399,29676642910,1388845.969,982578.6594,386600.7839,6691152.016,0,2254598.272,186091.5958,1100001.889,5740480.786,0,1388845.969,0,0
2025-11-13,28562891367,252454120.1,40668070.44,0,1215369.364,0,311728.1869,27939599829,1650570.845,175747.4009,7381.255724,7201510.355,0,18067.407,106138.7963,967468.1017,4910412.565,0,1650570.845,0,0
2025-11-12,28135008016,263876598.4,31539753.66,0,564665.8683,0,468131.5687,27681912530,1980401.259,598542.9997,2848.927287,5646564.934,0,529536.3707,86634.58898,1373901.065,4857438.908,0,1980401.259,0,0
2025-11-11,25967172240,222684486.6,28047277.04,0,2650259.644,0,82621.72294,25374371704,848170.7285,725505.1523,3393.476057,7328881.66,0,24724.99061,133826.7682,277263.8409,3067224.125,0,848170.7285,0,0
2025-11-10,30612578569,174938680.6,21869186.14,0,669670.006,0,357593473.3,29719951089,709134.9349,453367.5104,2964.939951,5409388.258,0,28143.84342,182660.1112,430032.5795,3243735.082,0,709134.9349,0,0
2025-11-09,11693107654,126293728.1,13824625.91,0,469942.318,0,88677.14002,11368016191,2620298.942,1583590.697,1948.236205,3913698.707,0,297198.8612,13301.11196,1049228.54,2566296.23,0,2620298.942,0,0
2025-11-08,14709628673,157168945.3,18428697.05,0,2097901.776,0,89539.97511,14251288877,5707817.675,756051.598,2270.372837,6859723.93,0,136301.1972,99073.91681,1839789.387,3922595.776,0,5707817.675,0,0
2025-11-07,29875736837,254901154.2,37057862.73,0,1266743.68,0,87529.47663,29252954181,4756557.578,502295.5268,5944.617492,13053989.06,0,1642616.855,28696.38548,2648475.307,7897668.796,0,4756557.578,0,0
2025-11-06,28642120384,247858543.4,25191734.45,0,254890.5105,0,32689.8764,28075999790,605876.0711,211039.3478,2110.415831,5447651.097,0,188213.5256,52053.96287,3130464.691,7024949.807,0,605876.0711,0,0
2025-11-05,29554358199,250445178.6,30220873.88,0,1920643.631,0,149016.4668,29073555091,2919499.805,117304.0651,4219.833808,9590917.357,0,79722.78497,46519.48796,1083775.617,3507347.617,0,2919499.805,0,0
2025-11-04,29454791738,515950723.2,76798267.46,0,6347974.869,0,1046114.256,28598148356,3323862.335,227882.9345,7856.103817,17486156.97,0,629739.1344,106027.9903,2985199.3,6183060.922,184.094462,3323862.335,0,0
2025-11-03,28802633074,364484343.4,59196275.43,0,529718.0547,0,127066.8628,28194042571,3288005.34,223976.832,8716.131144,15589077.82,0,782083.1909,270611.2047,344148.1687,7228943.344,0,3288005.34,0,0
2025-11-02,11935038561,151419290.6,9581725.602,0,22177.49172,0,56159.85489,11616979609,675141.9755,53935.23505,2150.337726,3034073.938,0,149605.1736,199292.7076,22910.17561,2728042.597,1.353635,675141.9755,0,0
2025-11-01,15973145899,161746849.2,8850837.836,0,30409.11603,0,41065.41267,15624137243,354922.0075,31745.44865,908.83527,3868443.941,0,3077893.414,37177.54141,58131.1878,4119056.783,0,354922.0075,0,0
2025-10-31,28189642159,188202243.4,16642147.19,0,217138.7839,0,38157.23116,27812983100,921255.3841,64553.14012,2270.505483,4504292.306,0,231472.4639,26065.61503,260335.1882,2971612.097,0,921255.3841,0,0
2025-10-30,29816500075,330426965.2,47331746.06,0,1122496.999,0,472903.8866,29251359378,1590523.31,442467.961,4580.409787,7388938.467,0,162403.7563,90266.99111,2242581.869,7335324.361,0,1590523.31,0,0
2025-10-29,26253758814,214020913.2,30111353.01,0,1315809.75,0,89069.19444,25795977665,491868.5859,186176.1734,9119.318368,5185990.426,0,24027.41643,38185.22575,265275.0825,5513819.664,0,491868.5859,0,0
2025-10-28,27503993091,256969964.3,29805091.95,0,635966.7469,0,443458.5872,27026181317,2064385.564,97037.49574,3923.021842,4173101.395,0,106753.6577,90983.92669,1192664.049,4532061.072,0,2064385.564,0,0
2025-10-27,29264136047,323171288.4,18272029.33,0,2294121.019,0,293509.5906,28685000576,5431712.106,312733.9944,745.512062,30092461.98,0,228134.8387,48637.52679,221438.337,4820064.347,115.524947,5431712.106,0,0
2025-10-26,13019082407,162599917.3,41966282.96,0,2051427.821,0,132539.7041,12677607175,4314600.697,55992.93346,4398.056559,6359939.295,0,74398.26901,188912.1415,310471.9176,1948765.321,0,4314600.697,0,0
2025-10-25,14100910452,250176639.7,28145727.53,0,1032453.102,0,25056.85025,13651559000,608209.1438,137094.7927,3949.965172,4239158.748,0,93633.90692,85723.84284,150477.5728,2850911.052,0,608209.1438,0,0
2025-10-24,26126234489,212087803.3,25978151.5,0,248756.9653,0,152884.5341,25725109892,627257.9187,83383.07902,6715.262481,3617633.281,0,1460890.704,45034.27775,184676.3758,3309722.104,0,627257.9187,0,0
2025-10-23,28164759549,199748214.6,22857220.64,0,63410.80388,0,127246.0303,27763710680,984327.2432,65836.96614,4815.398967,4367428.994,0,519195.9361,94656.95764,132749.0027,3475474.545,0,984327.2432,0,0
2025-10-22,32517101198,192026215.9,37865274.94,0,4441099.544,0,84836.51626,32026239571,3777516.191,1510420.626,7611.418928,9232664.112,0,128757.8987,725326.9778,134343.2151,7067840.991,0,3777516.191,0,0
2025-10-21,31722123611,183495143.3,28526722.95,0,2897792.188,0,59264.27476,31119045017,1970030.275,165261.6964,4118.760384,9227147.272,0,316344.5234,1213333.378,96232.97679,6549773.426,0.052342,1970030.275,0,0
2025-10-20,28702292883,168697363.5,18892355.52,0,3535421.478,0,10287.6551,28165086001,1102320.973,309248.2218,4433.246222,7585541.027,0,69698.28433,512896.4194,56516.16063,3466619.081,0,1102320.973,0,0
2025-10-19,13884775538,327592672.7,13004836.31,0,3867954.597,0,8606.325359,13239648314,1172760.259,53726.2426,10869.96003,77614388.29,0,264339.1156,603970.3249,56617.38104,3309336.264,176.22447,1172760.259,0,0
2025-10-18,16266911151,168736573.3,12900492.51,0,4359207.297,0,59813.33251,15557698301,240543.0774,286646.3333,1955.986955,13611940.75,0,93607.32549,71087.72684,120397.2576,4273646.696,217.518836,240543.0774,0,0
2025-10-17,31955241509,225378716.3,41725228.37,0,17920428.48,0,869372.9645,31329240658,1889489.692,545294.8228,7736.980755,7377674.54,0,118930.6607,162150.161,1030826.001,11590395.29,0,1889489.692,0,0
2025-10-16,31994301526,252160346.4,42251159.05,0,2416745.298,0,75055.91101,31421770349,1388728.737,581593.877,9861.11317,6102559.661,0,312638.8778,214608.4489,80919.68353,10383389.66,0.244819,1388728.737,0,0
2025-10-15,33265862594,193321252.5,34973415.49,0,1739139.834,0,348730.0165,32769625349,1560832.123,222918.6853,6172.421074,7431046.233,0,113943.7297,117541.8246,218863.5127,8071791.673,0,1560832.123,0,0
2025-10-14,32680587689,298360113.8,48288840.15,0,2399119.719,0,280770.476,32014609007,1926646.948,340895.7445,37967.61334,16468056.25,0,215783.7336,309261.069,148466.1213,17087729.02,60.381596,1926646.948,0,0
2025-10-13,29581310832,193524333.8,25114695.32,0,298360.5287,0,760474.8076,29188129911,2002525.732,251933.427,3532.780472,3796811.492,0,159112.7297,155385.8517,200669.7122,7389546.871,0,2002525.732,0,0
2025-10-12,16673220180,196950470.9,31014439.31,0,246861.8609,0,190119.9093,16320587755,2148546.985,232450.1303,5228.024679,3882232.641,0,256752.2857,137537.9333,326434.9564,14087606.47,0,2148546.985,0,0
2025-10-11,26354090594,250287688,34097181.96,0,24416512.91,0,1187726.76,25846116851,4082180.241,275357.4866,8410.214101,11547900.89,0,599327.4849,598221.2698,1694600.182,21539168.62,14.323252,4082180.241,0,0
2025-10-10,36036802495,327828123.9,50155497.98,0,18210380.35,0,1227354.751,35366470532,3751389.037,903495.7686,8967.16439,9076285.563,0,1460789.5,195052.5825,561535.7773,29249296.78,0,3751389.037,0,0
2025-10-09,29283286157,206986112.5,28058593.93,0,7503262.476,0,157960.1193,28715787824,794489.2294,65405.08397,2202.760203,5655677.181,0,233239.1227,152788.9656,2397769.702,26767790.61,0,794489.2294,0,0
2025-10-08,25912089224,228478417.7,23297119.96,0,652351.6321,0,101832.6076,25391746581,1388558.222,82958.40916,65634.32071,1856892.881,0,76961.46927,206788.8597,313490.6902,35778308.34,19.89679,1388558.222,0,0
2025-10-07,24239102330,230844658.3,24211914.29,0,941628.4233,0,226671.8298,23723520769,1200670.376,135926.7722,13038.58164,2924648.437,0,113043.0653,123997.4632,70004.32859,13432866.08,0,1200670.376,0,0
2025-10-06,25701179558,228362901.7,18829178.56,0,824892.5495,0,30983.4194,25328811731,550367.4896,67272.28638,1457.622813,1326073.652,0,206051.0112,90968.65385,100155.292,2793565.365,0,550367.4896,0,0
2025-10-05,11763479830,175843591.5,14807142.32,0,5611651.802,0,103485.7252,11423142069,899380.4614,146227.8349,3893.016265,767382.6496,0,112561.124,212591.4419,125564.3076,4233178.142,0,899380.4614,0,0
2025-10-04,13212432795,149924043.7,9682946.166,0,563273.0262,0,150721.4051,12945811688,869944.9671,96382.00339,10396.15654,1113809.248,0,94940.50626,502169.4584,43406.61433,7367897.337,0,869944.9671,0,0
2025-10-03,25149585419,221262044.6,21195036.75,0,9195142.076,0,235869.8115,24698354512,1600409.065,67243.66329,6784.148553,2360384.7,0,1002659.157,242845.2057,122384.0754,7317513.726,0,1600409.065,0,0
2025-10-02,26309606136,200954612.1,14027670.31,0,734028.8862,0,346586.1157,25918692779,3507041.559,206233.4664,2555.422639,2422309.695,0,478077.6086,295332.0084,112132.4621,6353600.748,0,3507041.559,0,0
2025-10-01,24934438378,273714462.6,20637115.7,0,5248318.947,0,490391.1179,24380573793,1068611.827,430758.7028,7349.570903,1228164.811,0,135526.5151,1408531.596,406903.225,12099617.78,0,1068611.827,0,0
2025-09-30,28258678758,205470839.5,16403380.68,0,137817.5014,0,595969.0288,27846719024,5465292.459,89505.37003,39105.36584,2168319.562,0,953536.1421,141601.9289,201193.7293,9589834.139,2198.30534,5465292.459,0,0
2025-09-29,28492924253,178685615,13776666.33,0,5842743.056,0,24370.04529,28054497571,8625552.668,304307.1352,699561.369,1613251.289,0,88561.68729,225866.9385,126348.6083,30111309.15,0,8625552.668,0,0
2025-09-28,11062978019,149135178.3,10622430.1,0,153997.1863,0,12897.17379,10707601492,592203.1777,161518.8371,13094.23144,9916615.125,0,174584.2541,60233.48877,83440.2838,65536407.59,0,592203.1777,0,0
2025-09-27,13967303534,181585503.9,12464911.56,0,942114.5622,0,8087.956463,13652611660,917294.9595,48258.27027,3271.625904,1024749.017,0,74728.76605,100027.2798,138368.8239,13201900.81,0,917294.9595,0,0
2025-09-26,26504537315,199074381.2,26567954.08,0,7896722.422,0,356815.7083,26123070529,1440467.932,138199.478,57998.25941,1557397.205,0,74645.16715,293655.575,259250.461,11917011.87,0.6106,1440467.932,0,0
2025-09-25,29067261715,248732400.9,39327121.35,0,8823857.452,0,737854.877,28544456078,1664400.203,182711.4624,147672.1801,2191683.059,0,503185.4601,160158.7184,403014.1756,23798957.06,0,1664400.203,0,0
2025-09-24,23033571817,176284050.1,16960945.27,0,216339.3278,0,23468.29597,22672294811,886834.8736,327273.2919,49210.17732,1465657.698,0,766969.2166,449758.7146,162839.7933,9857244.039,0,886834.8736,0,0
2025-09-23,25228107467,308227302.2,23237829,0,467084.6955,0,49386.62904,24624516595,3653001.743,551284.9104,1839.261361,8319610.434,0,728034.7009,43576.0326,508011.415,45900175.59,0,3653001.743,0,0
2025-09-22,30952088865,249201077.9,45542595.46,0,579977.6622,0,238489.1919,30011683152,5887220.605,3085691.787,5871.138133,12370269.79,0,552618.2145,84025.82653,389439.1226,299264140.3,0,5887220.605,0,0
2025-09-21,10849517949,147130896.7,15965560.09,0,359529.1561,0,62330.11138,10511782382,2946135.814,1015274.929,19692.91117,3958411.878,0,482504.0019,104009.782,87392.8437,36976501.22,470.201239,2946135.814,0,0
2025-09-20,13391503579,212100616.1,17012670.53,0,622990.5236,0,19340.22069,12926399029,3926207.341,15315928.55,2954.902481,12498577.32,0,147420.8962,101643.4848,185900.6804,111397857,204.836242,3926207.341,0,0
2025-09-19,25901436669,265692564.3,28854691.1,0,160630.3848,0,12043.83987,25400808343,2458642.5,583744.9852,5963.962146,2348137.43,0,491513.7274,105373.9797,122627.0053,40671499.6,0,2458642.5,0,0
2025-09-18,27177104145,250607480.5,26408853.53,0,169197.6941,0,64941.88377,26620896916,1771194.46,270810.4612,3529.723856,2476912.597,0,322103.5579,207130.0891,199451.1903,78793407.49,0,1771194.46,0,0
2025-09-17,27017013170,300114686.4,27691398.75,0,286142.4632,0,270163.149,26527527132,1413735.657,184440.7669,3714.062942,1089949.923,0,2933698.006,147987.1102,124447.2844,1489229.98,0,1413735.657,0,0
2025-09-16,37127323516,362604033.1,23088312.01,0,88771.33162,0,21478.88634,36527422605,785418.3705,354802.2767,5060.112605,2256907.581,0,62769.70716,30347.46455,121395.6543,703503.3837,0,785418.3705,0,0
2025-09-15,27284988833,271425165.2,27232180.6,0,10548411.94,0,148390.6615,26756211985,2409925.634,160415.0392,67174.34951,964717.2854,0,51744.1373,148379.7251,310924.089,1145319.441,0,2409925.634,0,0
2025-09-14,10852605010,178026234.6,17218201.15,0,2014593.605,0,509681.2618,10552983346,1411813.048,85742.03403,8512.554399,1804285.359,0,96250.92004,134255.1835,247212.3871,913498.043,0,1411813.048,0,0
2025-09-13,14054363760,228594952.2,20859173.07,0,224623.479,0,1308904.349,13678694904,4732851.109,354477.629,5437.33044,1326138.352,0,237549.828,47630.01345,99614.04889,3026718.198,1248.132217,4732851.109,0,0
2025-09-12,28161893298,479264739.5,20666245.97,0,2471550.897,0,379720.6984,27502117194,1378967.228,161933.9825,4810.710472,784812.0928,0,120378.8012,202714.6524,218981.6145,1560591.633,1585.238672,1378967.228,0,0
2025-09-11,25679990134,287896229.1,26353886.24,0,4160590.025,0,154768.3027,25120102960,833021.7511,79372.75235,4140.454216,1625543.426,0,300223.9589,98659.27811,140571.7203,2497403.428,0,833021.7511,0,0
2025-09-10,26362183883,241999727.9,18162835.8,0,5116681.112,0,22704.11303,25987869015,1087456.407,215453.355,3769.020317,632552.2168,0,688158.1126,87590.40246,904013.9438,6304011.44,2.684696,1087456.407,0,0
2025-09-09,28173300256,722048179.5,29113548.57,0,4223189.217,0,61846.32452,27218604453,1052366.369,417469.8764,6648.02514,1393508.232,0,1420170.961,107777.4442,226620.402,1410860.261,0,1052366.369,0,0
2025-09-08,26615306489,343218827.5,23733078.05,0,1390643.049,0,28663.7508,26072225854,1730677.818,343177.0636,7156.177089,1760553.152,0,134631.6744,73186.59573,709319.7736,2168169.37,34.842236,1730677.818,0,0
2025-09-07,10688658770,427356285.5,67509603.19,0,687835.9241,0,607610.3625,10074993927,1581740.847,74858.61111,7814.723627,1516497.772,0,1263718.101,41768.60978,418520.2107,3721779.198,0,1581740.847,0,0
2025-09-06,13955283053,293706797.6,26676707.92,0,878641.7763,0,220749.733,13485521891,2942266.413,99790.92072,138654.5793,2240230.003,0,190056.4135,220548.3565,537921.4423,6120622.986,59.444815,2942266.413,0,0
2025-09-05,24163744138,282760002.4,35185977.29,0,2514528.082,0,55356.02109,23685737655,1480517.812,287039.5014,16234.17085,1287906.01,0,515074.3498,170290.046,121585.8259,1839429.144,0,1480517.812,0,0
2025-09-04,27028133815,234028780.7,23282555.89,0,1141027.017,0,86991.9832,26626466245,1801293.611,449008.0223,77005.92233,1484295.574,0,104375.5496,416103.5991,137662.3066,975755.2799,0,1801293.611,0,0
2025-09-03,26398712035,235112739.6,17816024.85,0,3541477.661,0,223534.3777,26039243925,1323107.05,168185.9891,45447.89618,957627.6539,0,14615.85969,78769.40892,142316.0338,1027690.217,9.565493,1323107.05,0,0
2025-09-02,27320197736,266624360,30382216.73,0,98183.01181,0,89598.08446,26916770653,1641137.42,125989.0301,93308.21014,2282285.077,0,39242.37524,75855.95048,123372.8348,545772.6008,0,1641137.42,0,0
2025-09-01,24752682852,283352878.9,32359027.66,0,816916.5833,0,36934.16641,24260571347,4235063.945,318170.0495,66111.3027,4465346.326,0,503440.9585,78094.362,144944.7473,1956433.226,0,4235063.945,0,0
2025-08-31,10664890278,154605878.8,13575030.43,0,381352.6098,0,12656.70255,10389488018,1700280.965,126214.8998,142520.3916,2247255.989,0,1092849.636,96218.14965,205648.1113,1447351.074,0,1700280.965,0,0
2025-08-30,12836423072,198011978.2,16421472.32,0,1617046.962,0,61182.56981,12526942863,1625362.86,163081.3907,435472.5842,6662437.066,0,262326.1125,117714.2045,273306.6374,1125555.434,0,1625362.86,0,0
2025-08-29,26136940893,272853392.7,42015711.39,0,3634711.567,0,1099276.695,25682271714,1551712.293,446516.7295,495735.4522,10531494.17,0,2840686.008,130954.6017,677464.708,3398262.997,0,1551712.293,0,0
2025-08-28,25262081484,710675487,23346520.65,0,1363706.961,0,7269.270552,24351762017,11568425.37,144525.0594,2696752.958,14503630.36,0,664783.6957,119237.7179,153748.6162,4433897.111,0,11568425.37,0,0
2025-08-27,25956345861,282345620.9,32899040.13,0,22020901.7,0,76945.21146,25488810898,1270039.389,652778.0511,3512102.526,8852319.612,0,1385564.442,183590.0364,98173.85953,1077056.749,0,1270039.389,0,0
2025-08-26,25438738087,374094877,42106118.93,0,733894.9292,0,50899.52663,24891748551,2442021.108,685260.2978,1111594.62,17730371.06,0,165074.1368,59934.22879,985924.4825,4290353.264,0,2442021.108,0,0
2025-08-25,28206266475,527195084.4,59564088.69,0,501213.8446,0,84891.91865,27412906560,9956605.117,939693.151,1354708.082,52734901.31,0,685811.6125,90967.78964,273199.8482,2195842.194,0,9956605.117,0,0
2025-08-24,13420009386,680871909.2,35644882.76,0,101500.4494,0,52172.7695,12592568668,2950052.169,280046.7983,1277944.669,6832554.663,0,847883.6989,214387.0696,92316.09577,3787997.711,0,2950052.169,0,0
2025-08-23,14020083674,181350739.8,26689828.79,0,34524.02372,0,151442.9897,13718558345,11392000.75,205898.6548,2307060.952,4327270.998,0,962422.9995,20740.12046,317213.8811,1518053.958,0,11392000.75,0,0
2025-08-22,40057787876,330620890.3,43991649.94,0,557270.2761,0,75568.62318,39458805227,11986244.01,255942.9447,5734.664393,4715229.602,0,520768.9584,26592.20328,169718.8082,1763394.913,6.672769,11986244.01,0,0
2025-08-21,24347311927,222101204.4,39801067.82,0,1005093.296,0,13718.27214,23892266860,3132024.387,55825.55091,3778.35984,3258156.547,0,432459.563,64566.98629,116738.1424,1860617.246,1.303092,3132024.387,0,0
2025-08-20,25497054863,256567192,41859973.66,0,359664.0513,0,127775.0289,24934612126,8639713.797,188844.9566,4129.346047,2478196.089,0,147942.7195,32217.37523,514248.1318,1785394.98,0,8639713.797,0,0
2025-08-19,25938277755,271198552.8,47338648.23,0,7113196.011,0,65149.69014,25469861438,5356015.63,275614.917,3645.774865,1405483.517,0,54972.92323,25776.09578,402873.2164,823206.4049,0,5356015.63,0,0
2025-08-18,25998507843,279088719.3,39716731.44,0,794514.5134,0,48140.69198,25496212297,3758774.109,215162.6677,5429.788459,1991874.681,0,92661.44584,3186781.131,347288.6382,1350252.309,0,3758774.109,0,0
2025-08-17,12135865893,228353639.3,22704874.33,0,1520158.117,0,490233.7272,11725232990,1139231.265,243905.5649,3064.654285,1159231.32,0,43425.93284,33262.99906,170303.051,1006200.293,0,1139231.265,0,0
2025-08-16,14367051367,188709856.3,26002928.41,0,4103876.558,0,5355.689425,14056730838,1115926.385,183899.2379,5045.397853,1598209.419,0,18054.55069,23363.84504,107720.5492,1289256.339,1.165395,1115926.385,0,0
2025-08-15,28788448673,351068365,79669290.25,0,1349600.143,0,401456.5666,28174902202,915204.9544,213169.4797,33382.18031,3318926.446,0,191048.6422,71973.9813,113509.0609,11852716.44,1212.491818,915204.9544,0,0
2025-08-14,36153307892,502313196.4,89011501.52,0,2507896.966,0,111732.8365,35344023525,4431436.411,1612811.807,10623.95865,20552395.43,0,147609.0854,55867.45947,1351164.088,10284260.58,1722.693673,4431436.411,0,0
2025-08-13,26394723173,279722916.8,33502464.22,0,3909027.203,0,167729.5431,25865059339,3621072.233,291706.9697,7976.571593,15586495.4,0,490681.0684,27764.52527,310306.5949,10755641.39,177.163454,3621072.233,0,0
2025-08-12,28068494162,287425064.4,33598171.94,0,378200.0072,0,165727.5577,27615631571,3192577.491,247865.2607,5464.785843,3608708.762,0,242099.2304,144864.6204,231854.7723,2253998.521,38.553135,3192577.491,0,0
2025-08-11,28376955091,260586186.6,26634887.44,0,1348900.519,0,109707.1446,27955287558,1438088.604,250781.4386,7716.651717,3429536.218,0,416819.3171,82598.72043,150841.4283,893872.436,0,1438088.604,0,0
2025-08-10,12418212654,209804351.1,26477121.13,0,65581.16999,0,99268.06642,11999431852,2646380.78,685729.3453,5238.40414,8624199.205,0,530352.4019,85958.46417,161826.7429,824496.7984,141.095214,2646380.78,0,0
2025-08-09,13750873403,161745608.1,12579593.88,0,112781.3383,0,554585.4738,13465495225,1261840.264,132723.9389,2025.888364,1449382.451,0,581464.6909,59885.78599,102897.606,2832722.303,169.875615,1261840.264,0,0
2025-08-08,25082051124,214534931.7,34383709.22,0,393669.7586,0,113684.2721,24589718329,2178507,256654.4059,92541.1226,1253502.606,0,836231.8003,52001.2676,101367.1366,1097258.21,0,2178507,0,0
2025-08-07,26171520643,231617742.3,27915112.29,0,402143.5928,0,30789.11832,25635971358,3229677.691,128689.1041,51584.3503,2076653.569,0,677107.2076,137367.8251,2071180.351,2357897.254,159.900672,3229677.691,0,0
2025-08-06,24096000234,205142060.4,28921750.57,0,2099708.03,0,43998.0655,23672874394,1066436.587,252179.8864,104086.7947,1454335.874,0,115160.2059,144624.8989,62234.21953,800239.715,0,1066436.587,0,0
2025-08-05,24136996402,194792902.1,36079801.86,0,4308279.595,0,77298.17625,23733729033,879137.5137,244648.6754,110729.7656,1575425.181,0,245118.0301,125391.9262,481333.5316,3584085.764,0.738418,879137.5137,0,0
2025-08-04,24773090107,182605012.6,30819414.29,0,944426.9966,0,75802.35118,24436050420,3430360.061,75744.3824,242692.0067,1809668.877,0,174283.8602,25998.73011,196338.8575,1328698.241,0,3430360.061,0,0
2025-08-03,10093818433,164129010.2,36536462.78,0,47622.53818,0,30841.28801,9783154246,2560590.85,106864.0114,5601.484492,1485762.907,0,47521.6392,119890.3632,1238159.253,1463681.69,0,2560590.85,0,0
2025-08-02,14384611371,224518315.3,77271026.23,0,590583.406,0,53718.78699,13897105237,2213270.07,172482.6656,20383.51989,3266889.543,0,325737.0211,51418.70346,194557.7809,2363237.362,10.683816,2213270.07,0,0
2025-08-01,29445585799,302285528.1,73224317.75,0,10061793.98,0,90251.81705,28837138440,3970787.606,438885.8149,8691.49436,5121376.154,0,1286293.397,65675.70812,2785972.958,4704657.573,0,3970787.606,0,0
2025-07-31,26133913621,227347435.1,38141669.67,0,1856582.479,0,10491.75449,25667216400,3040555.057,765692.8171,19903.6671,3634555.355,0,721384.0804,32921.80571,1128214.886,3967719.439,132.048396,3040555.057,0,0
2025-07-30,25757719526,352377259,72127578.24,0,352203.7213,0,13234.93639,25173198679,11490664.36,4941963.51,214154.7451,14277353.86,0,1472358.254,79451.85093,3163445.026,11943340.34,65.768553,11490664.36,0,0
2025-07-29,29705010806,797846862,149327983.5,0,513127.1119,0,16912.13166,28380814258,22107894.62,10592421.54,24855.63125,91083983.28,0,907703.6052,204330.1546,21231592.46,51952683.62,108.54113,22107894.62,0,0
